age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,name,id,age_group,is_new_customer,has_success_before,contact_month,campaign_efficiency
29,6,1,2,1,2,0,1,3,4,188,1,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Sarah Jones,5LH35NRI,26-35,1,0,telephone_jul,0.0
25,7,1,3,1,0,0,0,3,4,59,1,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Chris Jones,P3QISDDL,18-25,1,0,cellular_jul,0.0
41,1,1,7,1,0,0,0,3,4,516,4,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,David Martinez,R2V99ADD,36-45,1,0,cellular_jul,0.0
51,1,1,2,0,2,0,0,3,4,561,9,999,0,1,1.4,93.918,-42.7,4.957,5228.1,yes,John Williams,23U5FQE2,46-60,1,0,cellular_jul,0.0
21,7,2,3,0,2,0,1,3,4,198,1,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,David Garcia,MSDDDOUM,18-25,1,0,telephone_jul,0.0
49,7,1,3,1,2,0,0,3,4,346,2,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Jane Hernandez,XAJPB4P5,46-60,1,0,cellular_jul,0.0
33,2,1,5,0,2,0,0,3,4,157,2,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Michael Garcia,SNTPHUOB,26-35,1,0,cellular_jul,0.0
40,7,1,3,0,2,0,0,3,4,254,2,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Alex Miller,8JNKFAOY,36-45,1,0,cellular_jul,0.0
43,1,2,1,0,2,0,0,3,4,199,2,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Jane Garcia,GZ0TXLKG,36-45,1,0,cellular_jul,0.0
34,1,1,0,1,0,0,0,3,4,171,6,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Laura Garcia,7JJ75VBB,26-35,1,0,cellular_jul,0.0
31,0,1,6,0,2,0,0,3,4,101,3,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Alex Johnson,CGZ9NJ03,26-35,1,0,cellular_jul,0.0
24,9,2,5,0,0,0,0,3,4,98,2,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Michael Smith,SMW5LVVV,18-25,1,0,cellular_jul,0.0
59,5,1,6,1,2,2,0,3,4,87,16,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Katie Hernandez,BHJ6IH6H,46-60,1,0,cellular_jul,0.0
38,1,1,2,0,2,0,0,3,4,217,9,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Katie Jones,OC2HLNBJ,36-45,1,0,cellular_jul,0.0
27,3,2,3,0,0,0,0,3,4,293,2,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Jane Martinez,AUE1UEO0,26-35,1,0,cellular_jul,0.0
29,1,1,5,0,0,0,0,3,4,378,2,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Sarah Davis,6RBUB885,26-35,1,0,cellular_jul,0.0
29,0,2,6,0,0,0,1,3,4,129,6,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Laura Johnson,0EBI41LG,26-35,1,0,telephone_jul,0.0
49,1,0,7,1,0,0,0,3,4,132,2,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,David Smith,3QYP9BSB,46-60,1,0,cellular_jul,0.0
28,7,1,3,0,0,0,0,3,4,240,2,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Michael Miller,ZIFTDDZ2,26-35,1,0,cellular_jul,0.0
45,10,1,1,1,0,0,0,3,4,91,3,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Alex Smith,IM5NAHUG,36-45,1,0,cellular_jul,0.0
31,0,2,2,0,0,0,0,3,4,1432,5,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Chris Johnson,2GUBRLYY,26-35,1,0,cellular_jul,0.0
43,9,2,5,1,0,0,1,3,4,87,5,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Sarah Johnson,78IUGZB8,36-45,1,0,telephone_jul,0.0
29,7,1,3,1,0,0,0,3,4,111,4,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Laura Martinez,BT8GUY89,26-35,1,0,cellular_jul,0.0
55,3,1,0,0,0,0,0,3,4,141,7,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Jane Johnson,I9720UYP,46-60,1,0,cellular_jul,0.0
43,9,1,3,0,0,0,0,3,4,322,4,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,John Smith,G67BH5WN,36-45,1,0,cellular_jul,0.0
34,1,2,1,0,1,1,0,3,4,254,3,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Sarah Smith,M8AK9I7Z,26-35,1,0,cellular_jul,0.0
26,0,2,6,0,2,0,0,3,4,455,1,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,David Garcia,SKOXT6H8,26-35,1,0,cellular_jul,0.0
34,1,1,0,1,0,0,0,3,4,285,5,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Alex Brown,ETNWSJLZ,26-35,1,0,cellular_jul,0.0
51,0,1,3,0,2,0,0,3,4,69,3,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Sarah Williams,1WZELOGH,46-60,1,0,cellular_jul,0.0
47,1,2,2,1,2,0,0,3,4,89,2,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Chris Brown,S8P8976X,46-60,1,0,cellular_jul,0.0
30,1,1,1,0,2,2,0,3,4,1018,2,999,0,1,1.4,93.918,-42.7,4.957,5228.1,yes,Sarah Brown,IRFBVB4F,26-35,1,0,cellular_jul,0.0
35,1,2,3,1,2,0,0,3,4,60,5,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Katie Martinez,TXQ4I367,26-35,1,0,cellular_jul,0.0
34,0,2,6,1,0,0,0,3,4,212,2,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Emily Martinez,DKGM8PQ2,26-35,1,0,cellular_jul,0.0
26,9,2,5,0,2,0,0,3,4,173,2,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Jane Brown,FWK1F9ZQ,26-35,1,0,cellular_jul,0.0
36,4,2,6,0,0,0,0,3,4,101,7,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Michael Johnson,5B9DCCV3,36-45,1,0,cellular_jul,0.0
43,9,1,2,0,0,0,0,3,4,110,6,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Michael Johnson,JDRO4RHK,36-45,1,0,cellular_jul,0.0
29,9,0,3,0,2,0,0,3,4,128,2,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,David Miller,1SOQCT9C,26-35,1,0,cellular_jul,0.0
35,8,1,2,0,0,0,0,3,4,156,6,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Michael Martinez,CQROWP6G,26-35,1,0,cellular_jul,0.0
58,0,0,2,0,0,0,1,3,4,231,5,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Alex Garcia,K83XEKB2,46-60,1,0,telephone_jul,0.0
38,1,1,0,1,2,0,0,3,4,406,4,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Alex Brown,PU6CQOOG,36-45,1,0,cellular_jul,0.0
49,1,0,7,1,0,0,0,3,4,255,2,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Katie Smith,ZZ9M6VS8,46-60,1,0,cellular_jul,0.0
37,2,0,3,1,2,0,0,3,4,538,2,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Emily Brown,GTW6O2SX,36-45,1,0,cellular_jul,0.0
44,0,0,6,0,0,0,0,3,4,191,6,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Alex Hernandez,PO124VYK,36-45,1,0,cellular_jul,0.0
23,1,1,2,0,2,0,0,3,4,240,2,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Chris Brown,JZW65LM1,18-25,1,0,cellular_jul,0.0
36,4,2,6,0,2,0,0,3,4,118,5,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Sarah Jones,0UG6D75Y,36-45,1,0,cellular_jul,0.0
47,9,1,7,1,2,0,0,3,4,239,2,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Katie Martinez,KH4NWABK,46-60,1,0,cellular_jul,0.0
29,0,2,6,0,0,0,0,3,4,164,6,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,David Davis,EOJLAVM9,26-35,1,0,cellular_jul,0.0
29,0,2,6,0,2,0,1,3,4,73,6,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Chris Brown,8WX8JGNO,26-35,1,0,telephone_jul,0.0
28,1,2,2,1,0,2,0,3,4,278,2,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,John Johnson,GZ0CN764,26-35,1,0,cellular_jul,0.0
42,9,1,3,1,0,0,0,3,4,252,2,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Alex Martinez,1VIFGEMD,36-45,1,0,cellular_jul,0.0
29,0,2,6,0,2,0,0,3,4,77,6,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Jane Jones,I4XSSQ7H,26-35,1,0,cellular_jul,0.0
37,1,1,1,1,2,0,0,3,4,345,10,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Chris Jones,U68WRYH8,36-45,1,0,cellular_jul,0.0
40,0,2,3,0,0,0,0,3,4,282,2,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Laura Johnson,YEV0M9L8,36-45,1,0,cellular_jul,0.0
43,9,2,5,1,2,0,1,3,4,39,7,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,David Johnson,TJ6YMZVA,36-45,1,0,telephone_jul,0.0
33,4,1,1,0,0,0,0,3,4,169,5,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Sarah Smith,CYBNWSE2,26-35,1,0,cellular_jul,0.0
34,0,1,6,0,0,0,0,3,4,781,2,999,0,1,1.4,93.918,-42.7,4.957,5228.1,yes,John Brown,RCN310QF,26-35,1,0,cellular_jul,0.0
27,0,1,3,0,2,0,1,3,4,202,6,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Laura Martinez,KJ574NWL,26-35,1,0,telephone_jul,0.0
29,9,2,6,0,0,2,1,3,4,357,7,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Sarah Davis,5RHJNA0T,26-35,1,0,telephone_jul,0.0
29,9,2,6,0,0,0,0,3,4,159,6,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Jane Brown,RXBC04I0,26-35,1,0,cellular_jul,0.0
43,9,1,3,0,0,0,0,3,4,1389,7,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,David Jones,NQII72SL,36-45,1,0,cellular_jul,0.0
41,1,2,1,0,2,0,0,3,4,1056,2,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Alex Davis,E5G7RAIT,36-45,1,0,cellular_jul,0.0
29,0,2,6,0,2,2,0,3,4,166,6,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Jane Martinez,MNW31TSA,26-35,1,0,cellular_jul,0.0
26,9,2,5,0,0,2,0,3,4,168,2,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Chris Davis,Y4E7RBH5,26-35,1,0,cellular_jul,0.0
26,0,2,6,0,0,0,0,3,4,212,1,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Sarah Williams,O6HPGB3K,26-35,1,0,cellular_jul,0.0
46,4,0,0,0,0,0,1,3,4,201,5,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Michael Williams,NEOIN1WV,46-60,1,0,telephone_jul,0.0
28,7,1,2,0,0,0,0,3,4,191,1,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Alex Williams,9ZNYEKM8,26-35,1,0,cellular_jul,0.0
37,9,1,3,0,2,0,0,3,4,1339,3,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Katie Garcia,70ZI30L2,36-45,1,0,cellular_jul,0.0
26,0,2,6,0,2,0,1,3,4,30,2,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Chris Davis,0DK2W72H,26-35,1,0,telephone_jul,0.0
24,4,1,2,0,0,0,1,3,4,127,11,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Jane Williams,A7CBL0TJ,18-25,1,0,telephone_jul,0.0
29,0,1,6,0,0,0,0,3,4,319,5,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Emily Miller,KIU8DPFS,26-35,1,0,cellular_jul,0.0
38,4,2,6,0,0,0,1,3,4,284,8,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Chris Smith,J3D7SDZD,36-45,1,0,telephone_jul,0.0
43,9,1,2,0,0,2,1,3,4,264,5,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Alex Garcia,XN5L4F70,36-45,1,0,telephone_jul,0.0
35,7,1,2,0,0,2,0,3,4,204,2,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Katie Johnson,35916VIU,26-35,1,0,cellular_jul,0.0
23,1,2,7,1,0,0,0,3,4,1473,6,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Katie Garcia,YTEXH0SJ,18-25,1,0,cellular_jul,0.0
24,1,1,2,0,0,0,0,3,4,255,2,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Katie Hernandez,UMDV6T4C,18-25,1,0,cellular_jul,0.0
55,0,2,3,0,0,2,0,3,4,108,5,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Emily Garcia,9GCAADNK,46-60,1,0,cellular_jul,0.0
37,2,0,3,1,0,0,0,3,4,524,4,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,David Miller,R4U4VT54,36-45,1,0,cellular_jul,0.0
29,6,2,6,0,2,0,0,3,4,26,2,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Laura Miller,J9UJNJF0,26-35,1,0,cellular_jul,0.0
29,0,1,6,0,2,0,0,3,4,184,1,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Katie Smith,RWXSBUS3,26-35,1,0,cellular_jul,0.0
30,0,2,6,0,2,2,0,3,4,613,3,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Sarah Williams,RLV88ZAJ,26-35,1,0,cellular_jul,0.0
29,0,1,6,0,0,0,0,3,4,268,1,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,John Davis,EI9TZBAZ,26-35,1,0,cellular_jul,0.0
44,1,1,1,1,0,0,0,3,4,605,6,999,0,1,1.4,93.918,-42.7,4.957,5228.1,no,Laura Brown,3ZH6HXFT,36-45,1,0,cellular_jul,0.0
33,9,0,5,0,0,0,0,3,2,93,7,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Chris Brown,2SRDDC8K,26-35,1,0,cellular_jul,0.0
32,0,2,3,0,0,0,0,3,2,98,3,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Michael Davis,GY2VZO0K,26-35,1,0,cellular_jul,0.0
33,7,2,3,0,2,0,0,3,2,63,11,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Emily Hernandez,8XGBY9BV,26-35,1,0,cellular_jul,0.0
49,1,0,1,1,2,0,0,3,2,128,3,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Emily Garcia,GDOL5AFV,46-60,1,0,cellular_jul,0.0
32,0,2,2,0,0,0,0,3,2,185,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,David Jones,5EDDJJ9E,26-35,1,0,cellular_jul,0.0
33,4,1,6,0,0,0,0,3,2,66,7,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Michael Williams,YX5RI5TS,26-35,1,0,cellular_jul,0.0
23,5,2,5,0,2,0,0,3,2,102,2,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,David Hernandez,QCZX7DDL,18-25,1,0,cellular_jul,0.0
30,9,1,3,0,0,0,0,3,2,199,2,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Katie Smith,3O4GIL4T,26-35,1,0,cellular_jul,0.0
52,9,1,5,0,2,0,1,3,2,293,20,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Sarah Davis,1QF5HKWS,46-60,1,0,telephone_jul,0.0
36,4,1,6,0,0,2,0,3,2,59,2,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Chris Davis,LMV0RG4A,36-45,1,0,cellular_jul,0.0
32,0,2,2,0,0,0,0,3,2,330,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Jane Johnson,FPNY1YUS,26-35,1,0,cellular_jul,0.0
32,0,2,3,0,2,0,1,3,2,209,2,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,David Miller,YWFIOJNP,26-35,1,0,telephone_jul,0.0
36,0,0,6,0,2,0,0,3,2,59,3,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Chris Garcia,CJ6OZIOQ,36-45,1,0,cellular_jul,0.0
36,1,1,2,1,2,0,0,3,2,159,3,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Chris Hernandez,MZ691Z4V,36-45,1,0,cellular_jul,0.0
28,6,2,3,0,0,0,0,3,2,63,6,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Emily Miller,GLEKPHCD,26-35,1,0,cellular_jul,0.0
25,0,1,3,0,0,0,0,3,2,298,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Chris Brown,ZA803S3T,18-25,1,0,cellular_jul,0.0
37,1,1,3,1,0,0,0,3,2,413,4,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Michael Garcia,DL71YWUB,36-45,1,0,cellular_jul,0.0
36,1,1,2,1,2,0,0,3,2,53,2,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Laura Brown,RRD5KFQD,36-45,1,0,cellular_jul,0.0
40,4,2,6,0,0,0,0,3,2,309,2,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Sarah Miller,D4J2UK8D,36-45,1,0,cellular_jul,0.0
30,0,2,6,0,0,0,0,3,2,257,2,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Katie Garcia,9SCH2028,26-35,1,0,cellular_jul,0.0
30,0,2,6,0,0,0,0,3,2,36,2,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Michael Jones,F2Q8J2PP,26-35,1,0,cellular_jul,0.0
35,1,1,2,0,2,0,0,3,2,55,14,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Emily Hernandez,UOVI6RXQ,26-35,1,0,cellular_jul,0.0
30,0,1,1,0,2,2,0,3,2,53,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Sarah Miller,MR6ZKGVV,26-35,1,0,cellular_jul,0.0
39,1,1,0,0,2,0,0,3,2,71,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Michael Jones,C20U8O33,36-45,1,0,cellular_jul,0.0
24,8,2,6,1,2,0,0,3,2,20,3,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,David Jones,SUWJ5HPN,18-25,1,0,cellular_jul,0.0
37,1,1,2,1,2,0,0,3,2,117,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Sarah Davis,XLS01JA0,36-45,1,0,cellular_jul,0.0
28,0,2,3,0,2,0,0,3,2,80,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Alex Davis,WMXNCG46,26-35,1,0,cellular_jul,0.0
26,9,2,6,0,2,0,0,3,2,261,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Katie Hernandez,1AN04OA4,26-35,1,0,cellular_jul,0.0
36,1,1,1,0,0,0,0,3,2,201,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Alex Smith,D60GXJG0,36-45,1,0,cellular_jul,0.0
34,2,1,5,0,2,0,0,3,2,109,4,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Laura Martinez,OFF85DJW,26-35,1,0,cellular_jul,0.0
30,0,1,1,0,2,0,0,3,2,397,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,John Williams,YY771O8Q,26-35,1,0,cellular_jul,0.0
38,1,1,2,0,0,0,0,3,2,69,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Sarah Johnson,653FQ6Z4,36-45,1,0,cellular_jul,0.0
36,1,1,2,1,2,0,1,3,2,264,3,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,John Miller,MX3B2WOC,36-45,1,0,telephone_jul,0.0
29,0,1,3,0,0,0,0,3,2,48,7,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Alex Brown,YKP54JFO,26-35,1,0,cellular_jul,0.0
44,9,2,5,0,2,0,0,3,2,90,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Chris Smith,KOCHQ016,36-45,1,0,cellular_jul,0.0
28,1,2,2,0,0,0,0,3,2,72,3,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Chris Martinez,NQKL70O1,26-35,1,0,cellular_jul,0.0
34,2,1,5,0,2,0,0,3,2,94,2,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Emily Johnson,SQJN0VGX,26-35,1,0,cellular_jul,0.0
41,9,1,5,0,2,2,0,3,2,539,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Emily Williams,U0971SVA,36-45,1,0,cellular_jul,0.0
32,1,1,1,1,2,0,0,3,2,317,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Sarah Jones,NT4A1HDG,26-35,1,0,cellular_jul,0.0
24,7,2,3,0,0,0,0,3,2,1150,3,999,0,1,1.4,93.918,-42.7,4.958,5228.1,yes,John Garcia,G5GWRXO9,18-25,1,0,cellular_jul,0.0
25,1,1,0,0,2,0,0,3,2,144,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Jane Williams,6KAQNIZL,18-25,1,0,cellular_jul,0.0
26,7,2,3,0,0,2,0,3,2,126,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Emily Williams,FVM5ZEHK,26-35,1,0,cellular_jul,0.0
42,7,1,3,0,2,2,0,3,2,302,2,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Jane Hernandez,V6Z6ZWQ6,36-45,1,0,cellular_jul,0.0
44,9,2,5,0,2,2,0,3,2,123,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Emily Brown,WACCDLMG,36-45,1,0,cellular_jul,0.0
47,1,1,0,1,2,2,0,3,2,114,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Alex Johnson,J1I9DY9S,46-60,1,0,cellular_jul,0.0
25,1,1,0,0,2,0,0,3,2,235,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Laura Jones,87M40WSY,18-25,1,0,cellular_jul,0.0
35,2,2,6,0,0,0,0,3,2,196,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,John Johnson,AS6YUVVB,26-35,1,0,cellular_jul,0.0
35,10,1,3,0,0,2,1,3,2,84,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,David Smith,44ZA75E8,26-35,1,0,telephone_jul,0.0
26,1,1,2,0,2,0,0,3,2,106,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Emily Garcia,MKGTVDCX,26-35,1,0,cellular_jul,0.0
31,1,1,2,1,2,0,1,3,2,151,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Katie Smith,951WT25C,26-35,1,0,telephone_jul,0.0
54,1,1,2,1,2,0,0,3,2,102,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Laura Miller,RD7FEME8,46-60,1,0,cellular_jul,0.0
25,1,1,0,0,0,2,0,3,2,521,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Michael Martinez,K6EUWC7T,18-25,1,0,cellular_jul,0.0
36,1,1,2,0,2,0,0,3,2,181,2,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Laura Johnson,MBEIQL3A,36-45,1,0,cellular_jul,0.0
35,6,1,6,0,2,0,0,3,2,50,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Laura Jones,73U7DLAM,26-35,1,0,cellular_jul,0.0
55,3,0,7,1,2,0,0,3,2,80,5,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Laura Smith,8RT125IS,46-60,1,0,cellular_jul,0.0
26,9,0,7,1,0,0,0,3,2,187,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Laura Johnson,EVXTKX1S,26-35,1,0,cellular_jul,0.0
40,7,1,2,0,2,0,0,3,2,158,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Laura Smith,KYX2HC8O,36-45,1,0,cellular_jul,0.0
49,7,2,3,0,2,2,0,3,2,205,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,David Jones,96TYZ9SY,46-60,1,0,cellular_jul,0.0
49,6,1,6,0,0,0,0,3,2,114,2,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Katie Miller,N0IUEFO5,46-60,1,0,cellular_jul,0.0
40,7,1,2,0,0,0,0,3,2,228,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Emily Brown,JL7PD7QS,36-45,1,0,cellular_jul,0.0
24,7,2,3,0,0,0,0,3,2,20,3,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Sarah Davis,ZAFJUZEV,18-25,1,0,cellular_jul,0.0
35,6,1,6,0,2,0,0,3,2,628,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Jane Williams,W7MQ91J6,26-35,1,0,cellular_jul,0.0
35,1,2,3,1,0,0,0,3,2,117,3,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Alex Jones,1THY5XJI,26-35,1,0,cellular_jul,0.0
24,1,2,2,0,0,0,0,3,2,418,2,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,David Martinez,Q8CE245O,18-25,1,0,cellular_jul,0.0
48,0,1,3,1,2,2,0,3,2,64,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,David Martinez,WS7MWAGV,46-60,1,0,cellular_jul,0.0
28,1,2,2,0,0,0,0,3,2,302,2,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,John Jones,N6FQY0A2,26-35,1,0,cellular_jul,0.0
30,1,2,2,0,2,0,1,3,2,17,3,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Katie Williams,VQV534J8,26-35,1,0,telephone_jul,0.0
45,7,1,2,0,0,0,0,3,2,50,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Michael Brown,6NFFS8B5,36-45,1,0,cellular_jul,0.0
44,0,1,6,0,0,0,0,3,2,72,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Laura Hernandez,6DV6582H,36-45,1,0,cellular_jul,0.0
32,0,1,6,0,2,0,0,3,2,72,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,David Williams,8XHBJWRB,26-35,1,0,cellular_jul,0.0
29,0,2,6,0,2,2,0,3,2,258,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Katie Davis,0R3OV3MJ,26-35,1,0,cellular_jul,0.0
32,0,1,6,0,0,0,0,3,2,45,2,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Sarah Garcia,X0F2EQDK,26-35,1,0,cellular_jul,0.0
45,0,2,6,0,2,0,0,3,2,544,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,no,Katie Smith,R7F8U2QE,36-45,1,0,cellular_jul,0.0
